FID,BPID,STREET_NAM,FROM_STREE,TO_STREET,BLOCK,WARD,WIDTH,Rating2023,RatingCate,FC,CreationDa,Miles,Shape__Length
188,SYR3101,Sheridan Pl.,Burnet,Nichols,100,5,27,8,Good,19,5/31/2023 12:00:00 AM,0.0740550344908,163.176101499291
189,SYR3102,Sherman St,Westmoreland,Cumberland,100,19,21,10,Excellent,19,8/15/2023 12:00:00 AM,0.0799271578308,175.73817588832
190,SYR3103,Sherwood Ave,Burnet,Hawley,100,6,24,4,Poor,19,7/11/2023 12:00:00 AM,0.139244311846,307.390481074932
191,SYR3104,Sherwood Ave,Hawley,Craton,200,6,24,4,Poor,19,7/11/2023 12:00:00 AM,0.0825816147277,182.246053082936
192,SYR3105,Sherwood Ave,Craton,Robinson,300,6,24,5,Poor,19,7/11/2023 12:00:00 AM,0.096911844204,213.950049640819
193,SYR3106,Shirley Dr,Atlantic,Grove,100,13,26,6,Fair,19,8/22/2023 12:00:00 AM,0.0505481979125,111.491506937926
194,SYR3107,Shirley Dr,Grove,Ballantyne,200,13,26,7,Good,19,8/22/2023 12:00:00 AM,0.0570684246274,125.870038929423
195,SYR3108,Shirley Dr,Ballantyne,Marlet,300,13,26,5,Poor,19,8/22/2023 12:00:00 AM,0.0868341865809,191.520965383604
196,SYR3109,Shirley Rd,Standish,Euclid,100,17,28,6,Fair,19,8/1/2023 12:00:00 AM,0.174612586235,384.591190594017
197,SYR311,"Bissell St., W",South,Onondaga Av.,100,12,24,6,Fair,19,7/26/2023 12:00:00 AM,0.122591359573,270.009785325069
198,SYR3110,Shonnard St,West/Onondaga,Niagara,100,10,34,7,Good,17,8/21/2023 12:00:00 AM,0.138186916884,303.905475228079
199,SYR3111,Shonnard St,Niagara,Oswego,200,10,34,8,Good,17,8/21/2023 12:00:00 AM,0.182865804559,402.163212117351
200,SYR3112,Shonnard St,Oswego,Geddes,300,8,34,8,Good,17,8/21/2023 12:00:00 AM,0.410761836856,903.351966327428
201,SYR3113,Shotwell Park,James,Melrose,100,5,46,7,Good,17,6/27/2023 12:00:00 AM,0.486998354993,1075.22382085618
202,SYR3114,Shotwell Park,Melrose,Sunnycrest,200,5,46,6,Fair,17,6/27/2023 12:00:00 AM,0.285794334581,631.001500667311
203,SYR3115,Shuart Ave.,Sedgwick St,Pattison,100,6,26,9,Excellent,19,7/11/2023 12:00:00 AM,0.0611947442927,134.769151589085
204,SYR3116,Shuart Ave.,Pattison,Vine,200,6,26,9,Excellent,19,7/11/2023 12:00:00 AM,0.113805326246,250.636773984433
205,SYR3117,Shuart Ave.,Vine,Wilson,300,6,26,9,Excellent,19,7/11/2023 12:00:00 AM,0.0981119233711,216.079043947946
206,SYR3118,Shuart Ave.,Wilson,Teall,400,6,26,9,Excellent,19,7/11/2023 12:00:00 AM,0.136608737084,300.854268792668
207,SYR312,Blaine St,Cortland,Midland,100,18,25,7,Good,19,8/18/2023 12:00:00 AM,0.125231877864,275.501715759259
208,SYR3120,Sidney St,Oak,Helen,100,4,29,5,Poor,19,7/5/2023 12:00:00 AM,0.0556973317031,122.540084392053
209,SYR3121,Sixth N St,Stedman,Wolf,100,1,29,7,Good,19,7/18/2023 12:00:00 AM,0.0831094534659,183.034493363019
210,SYR3122,Sixth N St,Wolf,Hiawatha,200,1,29,7,Good,19,7/18/2023 12:00:00 AM,0.0932596911238,205.406015930863
211,SYR3123,Sixth N St,Hiawatha,dead end,300,1,29,7,Good,19,7/18/2023 12:00:00 AM,0.162277127812,357.440802710633
212,SYR3125,Slayton Ave,Ballantyne,Dawes,100,14,27,7,Good,19,8/21/2023 12:00:00 AM,0.130440265395,287.745480216172
213,SYR3126,Slocum Ave,Onondaga,Holland,100,10,34,9,Excellent,19,8/21/2023 12:00:00 AM,0.0887888620865,195.610347271528
214,SYR3127,Slocum Ave,Holland,Kellogg,200,10,34,9,Excellent,19,8/21/2023 12:00:00 AM,0.0626416803473,138.000361802428
215,SYR3128,Slocum Ave,Kellogg,Shonnard,300,10,34,9,Excellent,19,8/21/2023 12:00:00 AM,0.0492808744116,108.726773886048
216,SYR3129,Smiley Dr,Ferndale,dead end,100,14,28,7,Good,19,8/21/2023 12:00:00 AM,0.0756631225075,166.703862076675
217,SYR313,Blossom Rd.,East Ave,dead end,100,17,26,6,Fair,19,7/28/2023 12:00:00 AM,0.066898196486,147.414756527014
218,SYR3130,Smith La,Moore Ave,Jamesville Ave,100,19,34,7,Good,19,8/14/2023 12:00:00 AM,0.120616351181,265.177215625474
219,SYR3131,Smith Rd,Englewood,Kimber Ave,100,13,26,6,Fair,19,8/22/2023 12:00:00 AM,0.0929542788974,205.035385221104
220,SYR3132,Smith Rd,Kimber Ave,Seneca Tnpk,200,13,26,6,Fair,19,8/22/2023 12:00:00 AM,0.0829697650598,183.008695321911
221,SYR3133,Smith St,Erie Blvd,Polk,100,17,29,8,Good,19,7/28/2023 12:00:00 AM,0.0838585934169,185.123773896255
222,SYR3134,Smith St,Polk,Northway,200,17,29,8,Good,19,7/28/2023 12:00:00 AM,0.0593316783305,130.976455148447
223,SYR3135,Smith St,Northway,Hazelwood,300,17,29,6,Fair,19,7/28/2023 12:00:00 AM,0.0588423064269,129.894418675409
224,SYR3136,Smith St,Hazelwood,Springfield Rd.,400,17,29,6,Fair,19,7/28/2023 12:00:00 AM,0.0596706734103,131.711743505419
225,SYR3138,Solar St,Plum,Division,100,2,30,7,Good,17,8/23/2023 12:00:00 AM,0.154098222932,339.938135210929
226,SYR3139,Solar St.,Division,Spencer,200,2,30,6,Fair,17,8/23/2023 12:00:00 AM,0.0816224537858,180.0605031128
227,SYR314,Boise Dr,Lorraine,Ruth,100,19,24,8,Good,19,8/14/2023 12:00:00 AM,0.0490369726624,107.850720411613
228,SYR3140,Solar St.,Spencer,Kirkpatrick,300,2,36,6,Fair,17,8/23/2023 12:00:00 AM,0.13146619632,289.903413591712
229,SYR3141,Solar St.,Kirkpatrick,Bear,400,2,36,7,Good,17,11/20/2023 12:00:00 AM,0.329952302931,726.955516521462
230,SYR3142,Solar St.,Bear,Hiawatha,500,2,36,9,Excellent,17,8/23/2023 12:00:00 AM,0.287650681216,633.797841757874
231,SYR3143,Somerset Rd,Broad St,City Line,100,17,26,6,Fair,19,8/2/2023 12:00:00 AM,0.118420136231,261.3083853974
232,SYR3144,South Ave,Onondaga,White,100,10,42,7,Good,17,8/2/2023 12:00:00 AM,0.149579996312,330.102125126172
233,SYR3145,South Ave,White,Tallman,200,10,40,7,Good,17,8/2/2023 12:00:00 AM,0.0637238256099,140.634201318607
234,SYR3146,South Ave,Tallman,Daisy,300,12,34,6,Fair,17,8/2/2023 12:00:00 AM,0.0398135648756,87.8647889964532
235,SYR3147,South Ave,Daisy,Clover,400,12,34,7,Good,17,8/2/2023 12:00:00 AM,0.0818348403186,180.599291931115
236,SYR3148,South Ave,Clover,Bellevue,500,12,34,8,Good,17,8/2/2023 12:00:00 AM,0.066068991311,145.803597054475
237,SYR3149,South Ave,Bellevue,Sterling,600,12,34,7,Good,17,8/2/2023 12:00:00 AM,0.207841704245,458.650051700777
238,SYR315,Boise Dr,Ruth,Harriette,200,19,24,8,Good,19,8/14/2023 12:00:00 AM,0.0458448214302,100.799785303132
239,SYR3151,South Ave,Castle,Cortland,800,12,34,7,Good,17,8/2/2023 12:00:00 AM,0.138079163651,304.614442483615
240,SYR3152,South Ave,Cortland,Kennedy,900,12,34,5,Poor,16,8/2/2023 12:00:00 AM,0.0379212661504,83.6588226707831
241,SYR3153,South Ave,Kennedy,Kirk,1000,12,34,5,Poor,16,8/2/2023 12:00:00 AM,0.0349243366694,77.0487036367415
242,SYR3154,South Ave,Kirk,E. Bissell,1100,12,34,9,Excellent,16,8/2/2023 12:00:00 AM,0.123531472123,272.515045974865
243,SYR3155,South Ave,E. Bissell,Onondaga Ave.,1200,12,34,9,Excellent,16,8/2/2023 12:00:00 AM,0.0823121801773,181.582959369362
244,SYR3156,South Ave,Onondaga Ave.,Rockland Ave.,1300,13,40,9,Excellent,16,8/2/2023 12:00:00 AM,0.0458497561857,101.167087041593
245,SYR3157,South Ave,Rockland Ave.,Colvin,1400,13,40,7,Good,16,8/2/2023 12:00:00 AM,0.0594287458224,131.127809351587
246,SYR3158,South Ave,Colvin,Eastman Ave,1500,13,40,7,Good,16,7/26/2023 12:00:00 AM,0.0881965153946,194.599910291796
247,SYR3159,South Ave,Eastman Ave,Elmhurst,1600,13,40,6,Fair,16,7/26/2023 12:00:00 AM,0.0699809501787,154.383441958976
248,SYR316,"Borden Ave., E",S. Salina,S. State,100,18,33,9,Excellent,19,8/2/2023 12:00:00 AM,0.103008871381,226.50912239935
249,SYR3160,South Ave,Elmhurst,Marguerite,1700,13,40,5,Poor,16,7/26/2023 12:00:00 AM,0.0567450411043,125.095593364042
250,SYR3161,South Ave,Marguerite,W. Brighton,1800,13,40,6,Fair,16,7/26/2023 12:00:00 AM,0.0690788936794,152.281424695894
251,SYR3162,South Ave,W. Brighton,Valley Dr.,1900,13,40,5,Poor,16,7/26/2023 12:00:00 AM,0.0613569749343,135.246336944923
252,SYR3163,South Ave,Valley Dr.,Fairfield,2000,13,30,8,Good,16,7/26/2023 12:00:00 AM,0.117841843633,259.73157792917
253,SYR3164,South Ave,Fairfield,Hutchinson,2100,13,30,8,Good,16,7/26/2023 12:00:00 AM,0.0781005053165,172.111080742944
254,SYR3165,South Ave,Hutchinson,Lynch,2200,13,30,9,Excellent,16,7/26/2023 12:00:00 AM,0.10938267123,241.069554649914
255,SYR3166,South Ave,Lynch,Armstrong,2300,13,30,9,Excellent,16,7/26/2023 12:00:00 AM,0.0704026710663,155.157194137894
256,SYR3167,South Ave,Armstrong,Mitchell,2400,13,30,9,Excellent,16,7/26/2023 12:00:00 AM,0.331545743613,730.231035709492
257,SYR3169,Spaid St,Westmoreland,Nottingham,100,19,25,10,Excellent,19,8/14/2023 12:00:00 AM,0.138438804251,304.404446335731
258,SYR317,"Borden Ave., E.",S. State,Baker,200,18,18,9,Excellent,19,8/2/2023 12:00:00 AM,0.0586967275903,129.070685667189
259,SYR3170,Spaulding Ave,S. Salina,dead end,100,14,28,7,Good,19,8/21/2023 12:00:00 AM,0.176602541993,388.045060467256
260,SYR3171,Spencer St,N. State,Clinton,100,2,36,0,Not Rated,17,11/8/2023 12:00:00 AM,0.12286320153,270.401678334807
261,SYR3172,Spencer St.,Clinton,Solar,200,2,36,4,Poor,17,8/23/2023 12:00:00 AM,0.125122139895,275.56980822925
262,SYR3173,Spencer St.,Solar,Maltbie,300,2,36,4,Poor,19,8/23/2023 12:00:00 AM,0.227241283687,500.476641406046
263,SYR3174,Spencer St.,Maltbie,Van Rennselaer,400,2,36,6,Fair,19,7/6/2023 12:00:00 AM,0.146363266936,322.228333153395
264,SYR3175,Spencer St.,Van Rennselaer,Hunter,500,2,36,5,Poor,19,7/6/2023 12:00:00 AM,0.170537901317,375.147139982528
265,SYR3176,Spencer St.,Hunter,Geddes,600,2,36,5,Poor,19,7/6/2023 12:00:00 AM,0.0562636532242,123.766267131384
266,SYR3177,Spencer St.,Geddes,Giminski,700,2,44,8,Good,16,7/6/2023 12:00:00 AM,0.0862372731258,189.702374375243
267,SYR3178,Spencer St.,Giminski,Liberty,800,2,44,8,Good,16,7/6/2023 12:00:00 AM,0.0773238547219,170.096590158624
268,SYR3179,Spencer St.,Liberty,Bear,900,2,44,8,Good,16,7/6/2023 12:00:00 AM,0.0673665559139,148.266810940984
269,SYR318,"Borden Ave., E.",Baker,Garfield,300,18,18,9,Excellent,19,8/2/2023 12:00:00 AM,0.0590474056443,129.83198998753
270,SYR3180,Spencer St.,Bear,Hiawatha,1000,2,34,7,Good,17,7/6/2023 12:00:00 AM,0.3099480724,682.066415201575
271,SYR3182,Spring St,Butternut,John,100,3,28,9,Excellent,19,7/5/2023 12:00:00 AM,0.141293674403,311.106713998316
272,SYR3183,Spring St,John,Division,200,3,28,8,Good,19,7/19/2023 12:00:00 AM,0.0523182239634,115.20005009955
273,SYR3184,Spring St,Division,Curtis,300,3,28,9,Excellent,19,8/14/2023 12:00:00 AM,0.0916916136387,201.903722019273
274,SYR3185,Spring St,Curtis,Herbert,400,3,28,9,Excellent,19,8/14/2023 12:00:00 AM,0.0498057464899,109.679630061249
275,SYR3186,Spring St,Herbert,Pond St.,500,3,28,7,Good,19,8/14/2023 12:00:00 AM,0.0558660162003,123.016428288451
276,SYR3189,Spring St,Spring La.,Carlisle,800,1,27,5,Poor,19,7/14/2023 12:00:00 AM,0.139030504279,306.156623883026
277,SYR319,"Borden Ave., W",S. Salina,Landon,100,19,27,7,Good,19,8/2/2023 12:00:00 AM,0.110127271321,242.231873671062
278,SYR3190,Spring St,Carlisle,Kirkpatrick,900,1,27,5,Poor,19,7/14/2023 12:00:00 AM,0.0519378434811,114.370592961942
279,SYR3191,Spring St,Kirkpatrick,Danforth,1000,1,27,5,Poor,19,7/14/2023 12:00:00 AM,0.0947990767898,208.750812565636
280,SYR3192,Spring St,Danforth,Court,1100,1,27,5,Poor,19,7/14/2023 12:00:00 AM,0.0941704288921,207.363044401576
281,SYR3193,Spring St,Court,Turtle,1200,1,36,6,Fair,19,7/18/2023 12:00:00 AM,0.0911779735665,200.77697934691
282,SYR3194,Spring St,Turtle,Bear,1300,1,36,5,Poor,19,7/18/2023 12:00:00 AM,0.087537568596,192.767270665333
283,SYR3195,Spring St,Bear,LeMoyne,1400,1,36,8,Good,19,7/18/2023 12:00:00 AM,0.0905645141036,199.442269279631
284,SYR3196,Spring St,LeMoyne,Wolf,1500,1,36,6,Fair,19,7/14/2023 12:00:00 AM,0.0908029271981,199.970099064322
285,SYR3197,Spring St,Wolf,Hiawatha,1600,1,36,7,Good,19,7/18/2023 12:00:00 AM,0.0869037750661,191.368161150973
286,SYR3199,Springbrook Ave,Florence,Cordova,200,14,24,6,Fair,19,8/2/2023 12:00:00 AM,0.0553317477665,122.053581225928
287,SYR32,"Adams St., E.",Comstock,Ostrom,1300,16,28,9,Excellent,19,8/1/2023 12:00:00 AM,0.0825619117802,181.574086025529
288,SYR320,"Borden Ave., W",Landon,Midland,200,19,27,7,Good,19,8/2/2023 12:00:00 AM,0.175823217956,386.730086076652
289,SYR3200,Springbrook Ave,Cordova,E. Glen,300,14,24,6,Fair,19,8/2/2023 12:00:00 AM,0.0547638470557,120.79951411975
290,SYR3201,Springfield Rd,Salt Springs Rd,Fayette Blvd.,100,17,35,7,Good,16,7/28/2023 12:00:00 AM,0.130534628517,287.824792554551
291,SYR3202,Springfield Rd,Fayette Blvd.,Mountainview,200,17,35,7,Good,16,7/28/2023 12:00:00 AM,0.160761000518,354.449882773209
292,SYR3204,St. Anne Dr,Kinne,dead end,100,5,0,7,Good,19,7/11/2023 12:00:00 AM,0.078121399033,172.47542102661
293,SYR3205,St. Louis Ave,Valley Dr.,Barnes,100,13,27,7,Good,19,8/22/2023 12:00:00 AM,0.183037309685,402.344605327812
294,SYR3207,St. Marks Ave,School St.,Lowell,200,7,36,5,Poor,19,7/12/2023 12:00:00 AM,0.136961856609,302.301836000102
295,SYR3210,Stacy Pl,Brooklea Pl.,Academy Pl.,100,13,26,7,Good,19,8/21/2023 12:00:00 AM,0.0677072398484,148.792120869824
296,SYR3211,Stadium Pl,Van Buren,Raynor,100,16,27,4,Poor,19,8/14/2023 12:00:00 AM,0.121983205474,269.206867191314
297,SYR3212,Stadium Pl,Raynor,Standart,200,16,27,5,Poor,19,8/2/2023 12:00:00 AM,0.0635793076709,140.311966101107
298,SYR3213,Stadium Pl,Standart,Oakland,300,16,27,5,Poor,19,8/2/2023 12:00:00 AM,0.0638349715558,140.874333645978
299,SYR3214,Stafford Ave.,James,Northcliffe,100,5,29,9,Excellent,19,5/31/2023 12:00:00 AM,0.171848090044,379.443605677934
300,SYR3215,Stafford Ave.,Northcliffe,Glencove,200,5,29,9,Excellent,19,5/31/2023 12:00:00 AM,0.156242222617,344.97192803401
301,SYR3216,Stafford Ave.,Glencove,Sunnycrest,300,5,29,9,Excellent,19,5/31/2023 12:00:00 AM,0.157196219732,347.065993057195
302,SYR3217,Stafford Ave.,Sunnycrest,Caleb,400,5,29,9,Excellent,19,5/31/2023 12:00:00 AM,0.186799971039,412.409981581791
303,SYR3218,Stafford Ave.,Caleb,Burnet,500,5,29,9,Excellent,19,5/31/2023 12:00:00 AM,0.130763724346,288.684777967262
304,SYR3219,Standart St,Fineview,Stadium Pl.,100,16,27,4,Poor,19,8/2/2023 12:00:00 AM,0.133812339341,294.252193934933
305,SYR3220,Standish Dr,Bradford,Shirley Rd,100,17,32,9,Excellent,19,8/1/2023 12:00:00 AM,0.162981000954,359.505704630435
306,SYR3221,Standish Dr.,Shirley Rd,Euclid,200,17,32,9,Excellent,19,8/2/2023 12:00:00 AM,0.1944100034,428.785622665454
307,SYR3222,Standish Dr.,Euclid,City Line,300,17,32,7,Good,19,8/2/2023 12:00:00 AM,0.151428689626,333.963973177775
308,SYR3223,State Fair Blvd,W. Genesee,Waite,100,2,39,7,Good,17,8/21/2023 12:00:00 AM,0.0770413532796,169.957335435864
309,SYR3224,State Fair Blvd,Waite,Hiawatha,200400,2,39,7,Good,17,8/21/2023 12:00:00 AM,0.269940585542,595.28839865945
310,SYR3225,State Fair Blvd,Hiawatha,dead end,500,2,40,5,Poor,16,7/6/2023 12:00:00 AM,0.339437344377,747.043428893586
311,SYR3226,"State St., N.",Erie Blvd.,James,100,9,60,9,Excellent,16,8/23/2023 12:00:00 AM,0.122103970499,269.348884667181
312,SYR3227,"State St., N.",James,Willow,200,9,60,8,Good,14,7/5/2023 12:00:00 AM,0.0659716469978,145.498793423398
313,SYR3228,"State St., N.",Willow,Hickory,300,9,60,6,Fair,16,7/5/2023 12:00:00 AM,0.0750514497436,165.526990386972
314,SYR323,Boston St.,dead end,Northcliffe,100,5,26,7,Good,19,7/24/2023 12:00:00 AM,0.0683769749444,150.970430988688
315,SYR3230,"State St., N.",Union Ave.,Laurel,500,9,60,4,Poor,16,7/5/2023 12:00:00 AM,0.171022867327,377.211983354414
316,SYR3231,"State St., N.",Laurel,N. Salina,600,9,60,6,Fair,16,7/19/2023 12:00:00 AM,0.0970902168076,214.132675331809
317,SYR3233,"State St., N.",Butternut,Ash,800,3,35,9,Excellent,16,7/19/2023 12:00:00 AM,0.0990421578563,218.473904346371
318,SYR3234,"State St., N.",Ash,Division,900,3,35,9,Excellent,17,7/18/2023 12:00:00 AM,0.0966164138262,213.118356369625
319,SYR3235,"State St., N.",Division,Catawba,1000,2,35,7,Good,17,7/18/2023 12:00:00 AM,0.0991435287824,218.675655471985
320,SYR3236,"State St., N.",Catawba,Isabella,1100,2,35,7,Good,17,7/19/2023 12:00:00 AM,0.0971833418226,214.365860001614
321,SYR3237,"State St., N.",Isabella,Kirkpatrick,1200,2,35,8,Good,17,7/19/2023 12:00:00 AM,0.111139653446,245.160262677738
322,SYR3238,"State St., N.",Kirkpatrick,Sunset,1300,2,35,7,Good,17,7/14/2023 12:00:00 AM,0.0318687611266,70.299712990082
323,SYR3239,"State St., N.",Sunset,Danforth,1400,2,35,5,Poor,17,7/18/2023 12:00:00 AM,0.0742175132728,163.715985864705
324,SYR324,Boston St.,Northcliffe,Glencove,200,5,26,9,Excellent,19,7/24/2023 12:00:00 AM,0.156097005835,344.659640209937
325,SYR3240,"State St., S.",Erie Blvd.,Washington,100,15,45,9,Excellent,16,8/2/2023 12:00:00 AM,0.0911673009996,201.244998953408
326,SYR3241,"State St., S.",Washington,Fayette,200,15,45,9,Excellent,16,8/2/2023 12:00:00 AM,0.0615769424204,135.923834788908
327,SYR3242,"State St., S.",Fayette,E. Genesee,300,15,45,9,Excellent,16,8/2/2023 12:00:00 AM,0.0464725945886,102.581298028251
328,SYR3243,"State St., S.",E. Genesee,Jefferson,400,15,45,9,Excellent,16,8/2/2023 12:00:00 AM,0.0653815693184,144.318221416205
329,SYR3244,"State St., S.",Jefferson,Madison,600,15,45,9,Excellent,16,8/2/2023 12:00:00 AM,0.104758100077,231.231032552635
330,SYR3245,"State St., S.",Madison,Harrison,700,15,45,8,Good,16,8/2/2023 12:00:00 AM,0.0824052205948,181.887845493681
331,SYR3246,"State St., S.",Harrison,Adams,800,15,45,9,Excellent,16,8/2/2023 12:00:00 AM,0.106761363333,235.642429634452
332,SYR3247,"State St., S.",Adams,New,900,9,45,9,Excellent,16,8/2/2023 12:00:00 AM,0.1487169552,328.236579280807
333,SYR3248,"State St., S.",New,Taylor,1000,9,45,9,Excellent,16,8/2/2023 12:00:00 AM,0.0889047631321,196.215848905105
334,SYR3249,"State St., S.",Taylor,Burt,1100,18,40,9,Excellent,16,8/2/2023 12:00:00 AM,0.073907803767,163.113829237888
335,SYR325,Boston St.,Glencove,Caleb,300,5,26,9,Excellent,19,7/24/2023 12:00:00 AM,0.109386997182,241.516963939657
336,SYR3250,"State St., S.",Burt,Raynor,1200,18,40,9,Excellent,16,8/2/2023 12:00:00 AM,0.188269578212,415.497505110596
337,SYR3251,"State St., S.",Raynor,Castle,1300,18,32,9,Excellent,16,8/2/2023 12:00:00 AM,0.139740732343,308.38192764058
338,SYR3252,"State St., S.",Castle,Kennedy,1400,18,32,8,Good,16,8/2/2023 12:00:00 AM,0.180958343665,399.180703804031
339,SYR3253,"State St., S.",Kennedy,Woodland,1500,18,32,9,Excellent,16,8/2/2023 12:00:00 AM,0.0938015136767,206.909962664256
340,SYR3254,"State St., S.",Woodland,Borden,1600,18,32,8,Good,16,8/2/2023 12:00:00 AM,0.112794198695,248.804871736611
341,SYR3255,"State St., S.",Borden,Beard,1700,19,32,8,Good,16,8/2/2023 12:00:00 AM,0.0503006373696,110.951693981408
342,SYR3256,"State St., S.",Beard,Elizabeth,1800,19,32,8,Good,16,8/2/2023 12:00:00 AM,0.0669738278315,147.725909697084
343,SYR3257,"State St., S.",Elizabeth,Colvin,1900,19,32,8,Good,16,8/2/2023 12:00:00 AM,0.0506301027596,111.673977597197
344,SYR3258,"State St., S.",Colvin,Elk,2000,19,30,7,Good,16,8/2/2023 12:00:00 AM,0.0625095760301,137.880592331597
345,SYR3259,"State St., S.",Elk,McKinley,2100,19,30,8,Good,16,8/2/2023 12:00:00 AM,0.0675365194424,148.960505818081
346,SYR326,Boston St.,Caleb,Burnet,400,5,26,9,Excellent,19,7/24/2023 12:00:00 AM,0.136220373127,300.755030094686
347,SYR3260,"State St., S.",McKinley,Amherst,2200,19,30,8,Good,16,8/2/2023 12:00:00 AM,0.0605026018118,133.446408110265
348,SYR3261,"State St., S.",Amherst,McAllister,2300,19,30,8,Good,16,8/2/2023 12:00:00 AM,0.0642110910304,141.625358401764
349,SYR3262,"State St., S.",McAllister,McLure,2400,19,30,8,Good,16,8/2/2023 12:00:00 AM,0.0657127732901,144.935857272454
350,SYR3263,"State St., S.",McLure,E. Brighton,2500,19,30,6,Fair,14,8/2/2023 12:00:00 AM,0.0796150924068,175.616381689264
351,SYR3264,"Stedman St, Low",LeMoyne,Sixth North,100,1,22,7,Good,19,7/18/2023 12:00:00 AM,0.0952157707428,210.120358674475
352,SYR3265,"Stedman St, Low",Sixth North,Seventh North,200,1,22,7,Good,19,7/18/2023 12:00:00 AM,0.0783782455529,172.916989833664
353,SYR3268,Sterling Ave,South,Hudson,100,12,32,8,Good,19,8/18/2023 12:00:00 AM,0.0615798865922,135.406785962276
354,SYR3269,Sterling Ave,Hudson,Rich,200,12,32,7,Good,19,8/18/2023 12:00:00 AM,0.0600940007668,132.139121478153
355,SYR327,Boyden St.,Pattison,Vine,100,6,27,4,Poor,19,7/11/2023 12:00:00 AM,0.109563317255,241.298877561242
356,SYR3270,Sterling Ave,Rich,Palmer,300,12,32,7,Good,19,8/18/2023 12:00:00 AM,0.0587723971403,129.232213538032
357,SYR3271,Sterling Ave,Palmer,Coolidge,400,12,32,6,Fair,19,8/18/2023 12:00:00 AM,0.0584716045986,128.571464582098
358,SYR3272,Sterling Ave,Coolidge,Onondaga Ave,500,12,32,7,Good,19,8/18/2023 12:00:00 AM,0.0589151336809,129.547254211192
359,SYR3273,Steuben St,Kirkpatrick,Pond,100,1,24,7,Good,19,7/7/2023 12:00:00 AM,0.19098689544,420.540892524213
360,SYR3274,Stevens Ave,E. Florence,Cordova,100,14,27,7,Good,19,8/2/2023 12:00:00 AM,0.0532767522729,117.509170485052
361,SYR3275,Stevens Ave,Cordova,E. Glen,200,14,27,6,Fair,19,8/2/2023 12:00:00 AM,0.0559128640966,123.322394420396
362,SYR3276,Stevens Pl,Thurber,dead end,100,19,25,6,Fair,19,8/14/2023 12:00:00 AM,0.0757132390812,166.94907424832
363,SYR3279,Stinard Ave,Stolp,Gordon,400,12,27,9,Excellent,19,7/26/2023 12:00:00 AM,0.0706122607048,155.816497336043
364,SYR328,Boyden St.,Vine,Wilson,200,6,27,4,Poor,19,7/11/2023 12:00:00 AM,0.0915800495166,201.61083705925
365,SYR3280,Stinard Ave.,Gordon,Crossett,500,12,27,9,Excellent,19,7/26/2023 12:00:00 AM,0.0852913768698,188.205471120843
366,SYR3281,Stinard Ave.,Crossett,Twin Hills,600,12,27,9,Excellent,19,7/26/2023 12:00:00 AM,0.152939972577,337.471022498407
367,SYR3282,Stinard Ave.,Twin Hills,Arden/Alanson,700,12,21,6,Fair,19,7/26/2023 12:00:00 AM,0.291903468477,644.037222327046
368,SYR3283,Stinard Ave.,Arden/Alanson,Strathmore,800,12,30,9,Excellent,19,7/26/2023 12:00:00 AM,0.0406053802796,89.4550077991232
369,SYR3284,Stinard Ave.,Strathmore,Charmouth,800,13,27,8,Good,19,7/26/2023 12:00:00 AM,0.0517220914699,113.887252058482
370,SYR3285,Stinard Ave.,Charmouth,Glenwood,800,13,27,7,Good,19,7/26/2023 12:00:00 AM,0.0655872437846,144.705381429144
371,SYR3286,Stolp Ave,Summit,Beverly,100,12,35,8,Good,19,7/26/2023 12:00:00 AM,0.0832522064873,183.056488155464
372,SYR3287,Stolp Ave,Beverly,Clairmonte,200,12,35,8,Good,19,7/26/2023 12:00:00 AM,0.0749207629986,164.736585991461
373,SYR3288,Stolp Ave,Clairmonte,Hubbell,300,11,35,7,Good,19,7/26/2023 12:00:00 AM,0.0640432143976,140.818416113738
374,SYR3289,Stolp Ave,Hubbell,Roberts,400,11,35,5,Poor,19,7/26/2023 12:00:00 AM,0.0725630242761,159.552416326253
375,SYR329,Boyden St.,Wilson,Teall,300,6,27,5,Poor,19,7/11/2023 12:00:00 AM,0.0921503817682,202.724547586112
376,SYR3290,Stolp Ave,Roberts,Stinard,500,11,35,7,Good,19,7/26/2023 12:00:00 AM,0.105376201637,231.701504623511
377,SYR3291,Stolp Ave,Stinard,Geddes,600,11,35,7,Good,19,7/26/2023 12:00:00 AM,0.0635338032869,139.698502394855
